record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa
7522,3,14,1983,18,DM,M,34.0,44.0,Dipodomys,merriami,Rodent
7523,3,14,1983,11,DM,F,36.0,49.0,Dipodomys,merriami,Rodent
7525,3,14,1983,11,DM,M,37.0,52.0,Dipodomys,merriami,Rodent
7528,3,14,1983,12,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7531,3,14,1983,22,DM,F,35.0,45.0,Dipodomys,merriami,Rodent
7533,3,14,1983,22,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
7537,3,14,1983,11,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7539,3,14,1983,22,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
7540,3,14,1983,13,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
7545,3,15,1983,4,DM,F,35.0,46.0,Dipodomys,merriami,Rodent
7553,3,15,1983,2,DM,M,37.0,43.0,Dipodomys,merriami,Rodent
7554,3,15,1983,4,DM,M,34.0,42.0,Dipodomys,merriami,Rodent
7558,3,15,1983,2,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
7561,3,15,1983,5,DM,F,36.0,44.0,Dipodomys,merriami,Rodent
7575,3,15,1983,5,DM,M,35.0,43.0,Dipodomys,merriami,Rodent
7576,3,15,1983,5,DM,F,37.0,38.0,Dipodomys,merriami,Rodent
7582,3,15,1983,14,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
7586,3,15,1983,6,DM,M,36.0,50.0,Dipodomys,merriami,Rodent
7592,3,15,1983,5,DM,M,,42.0,Dipodomys,merriami,Rodent
7596,3,15,1983,5,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
7601,3,15,1983,14,DM,F,35.0,44.0,Dipodomys,merriami,Rodent
7602,3,15,1983,4,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
7608,3,15,1983,1,DM,F,35.0,42.0,Dipodomys,merriami,Rodent
7612,3,15,1983,4,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
7613,3,15,1983,5,DM,M,34.0,44.0,Dipodomys,merriami,Rodent
7615,3,15,1983,5,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
7619,3,15,1983,6,DM,M,38.0,46.0,Dipodomys,merriami,Rodent
7621,3,15,1983,14,DM,M,35.0,43.0,Dipodomys,merriami,Rodent
7622,3,15,1983,1,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
7623,3,15,1983,1,DM,F,34.0,38.0,Dipodomys,merriami,Rodent
7624,3,15,1983,3,DM,F,35.0,48.0,Dipodomys,merriami,Rodent
7625,3,15,1983,5,DM,M,36.0,49.0,Dipodomys,merriami,Rodent
7627,3,15,1983,5,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
7629,3,15,1983,14,DM,F,35.0,41.0,Dipodomys,merriami,Rodent
7631,3,15,1983,1,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
7633,3,15,1983,1,DM,M,38.0,52.0,Dipodomys,merriami,Rodent
7634,3,15,1983,6,DM,M,35.0,48.0,Dipodomys,merriami,Rodent
7641,4,16,1983,18,DM,M,38.0,52.0,Dipodomys,merriami,Rodent
7651,4,16,1983,20,DM,F,38.0,44.0,Dipodomys,merriami,Rodent
7663,4,16,1983,12,DM,M,38.0,43.0,Dipodomys,merriami,Rodent
7665,4,16,1983,14,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
7669,4,16,1983,12,DM,F,38.0,47.0,Dipodomys,merriami,Rodent
7672,4,16,1983,18,DM,F,37.0,42.0,Dipodomys,merriami,Rodent
7673,4,16,1983,18,DM,M,34.0,53.0,Dipodomys,merriami,Rodent
7674,4,16,1983,18,DM,F,36.0,44.0,Dipodomys,merriami,Rodent
7677,4,16,1983,22,DM,M,36.0,39.0,Dipodomys,merriami,Rodent
7678,4,16,1983,13,DM,F,37.0,43.0,Dipodomys,merriami,Rodent
7679,4,16,1983,14,DM,F,36.0,52.0,Dipodomys,merriami,Rodent
7680,4,16,1983,17,DM,F,37.0,43.0,Dipodomys,merriami,Rodent
7683,4,16,1983,14,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
7685,4,16,1983,17,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
7692,4,16,1983,20,DM,M,35.0,42.0,Dipodomys,merriami,Rodent
7694,4,16,1983,12,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7695,4,16,1983,14,DM,F,37.0,41.0,Dipodomys,merriami,Rodent
7698,4,16,1983,14,DM,M,35.0,45.0,Dipodomys,merriami,Rodent
7699,4,16,1983,18,DM,M,38.0,45.0,Dipodomys,merriami,Rodent
7702,4,16,1983,13,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
7703,4,16,1983,22,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7708,4,16,1983,22,DM,F,37.0,45.0,Dipodomys,merriami,Rodent
7713,4,16,1983,12,DM,M,38.0,42.0,Dipodomys,merriami,Rodent
7715,4,17,1983,2,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
7723,4,17,1983,2,DM,F,37.0,39.0,Dipodomys,merriami,Rodent
7727,4,17,1983,5,DM,M,38.0,51.0,Dipodomys,merriami,Rodent
7731,4,17,1983,5,DM,F,37.0,42.0,Dipodomys,merriami,Rodent
7735,4,17,1983,2,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
7737,4,17,1983,4,DM,M,37.0,50.0,Dipodomys,merriami,Rodent
7743,4,17,1983,6,DM,M,37.0,49.0,Dipodomys,merriami,Rodent
7745,4,17,1983,5,DM,F,35.0,40.0,Dipodomys,merriami,Rodent
7747,4,17,1983,11,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7756,4,17,1983,5,DM,F,37.0,55.0,Dipodomys,merriami,Rodent
7765,4,17,1983,5,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
7766,4,17,1983,1,DM,M,35.0,50.0,Dipodomys,merriami,Rodent
7771,4,17,1983,6,DM,M,38.0,55.0,Dipodomys,merriami,Rodent
7776,4,17,1983,5,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
7783,4,17,1983,1,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
7787,4,17,1983,1,DM,M,36.0,49.0,Dipodomys,merriami,Rodent
7792,4,17,1983,11,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
7794,4,17,1983,1,DM,F,37.0,42.0,Dipodomys,merriami,Rodent
7796,5,14,1983,14,DM,F,36.0,46.0,Dipodomys,merriami,Rodent
7797,5,14,1983,18,DM,F,36.0,47.0,Dipodomys,merriami,Rodent
7801,5,14,1983,20,DM,M,36.0,,Dipodomys,merriami,Rodent
7805,5,14,1983,12,DM,M,38.0,40.0,Dipodomys,merriami,Rodent
7813,5,14,1983,14,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
7814,5,14,1983,20,DM,F,37.0,45.0,Dipodomys,merriami,Rodent
7821,5,14,1983,14,DM,M,39.0,49.0,Dipodomys,merriami,Rodent
7823,5,14,1983,12,DM,F,38.0,46.0,Dipodomys,merriami,Rodent
7830,5,14,1983,17,DM,M,37.0,49.0,Dipodomys,merriami,Rodent
7836,5,14,1983,17,DM,F,34.0,26.0,Dipodomys,merriami,Rodent
7837,5,14,1983,22,DM,M,35.0,41.0,Dipodomys,merriami,Rodent
7841,5,14,1983,13,DM,M,36.0,49.0,Dipodomys,merriami,Rodent
7843,5,14,1983,24,DM,F,36.0,46.0,Dipodomys,merriami,Rodent
7846,5,14,1983,18,DM,F,36.0,35.0,Dipodomys,merriami,Rodent
7850,5,14,1983,13,DM,F,37.0,46.0,Dipodomys,merriami,Rodent
7853,5,14,1983,18,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
7861,5,14,1983,14,DM,F,37.0,47.0,Dipodomys,merriami,Rodent
7863,5,14,1983,24,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
7866,5,14,1983,13,DM,F,35.0,22.0,Dipodomys,merriami,Rodent
7870,5,14,1983,14,DM,F,37.0,54.0,Dipodomys,merriami,Rodent
7874,5,14,1983,22,DM,F,37.0,46.0,Dipodomys,merriami,Rodent
7877,5,14,1983,22,DM,M,38.0,49.0,Dipodomys,merriami,Rodent
7880,5,15,1983,5,DM,M,38.0,49.0,Dipodomys,merriami,Rodent
7884,5,15,1983,2,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
7888,5,15,1983,5,DM,F,35.0,48.0,Dipodomys,merriami,Rodent
7892,5,15,1983,3,DM,F,38.0,46.0,Dipodomys,merriami,Rodent
7895,5,15,1983,2,DM,M,36.0,48.0,Dipodomys,merriami,Rodent
7897,5,15,1983,11,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
7916,5,15,1983,2,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
7917,5,15,1983,1,DM,F,35.0,47.0,Dipodomys,merriami,Rodent
7918,5,15,1983,5,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
7919,5,15,1983,9,DM,M,37.0,49.0,Dipodomys,merriami,Rodent
7922,5,15,1983,1,DM,M,34.0,51.0,Dipodomys,merriami,Rodent
7923,5,15,1983,4,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7925,5,15,1983,5,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
7930,5,15,1983,1,DM,M,33.0,26.0,Dipodomys,merriami,Rodent
7932,5,15,1983,1,DM,M,37.0,52.0,Dipodomys,merriami,Rodent
7933,5,15,1983,11,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
7934,6,17,1983,17,DM,F,33.0,38.0,Dipodomys,merriami,Rodent
7946,6,17,1983,14,DM,M,33.0,43.0,Dipodomys,merriami,Rodent
7950,6,17,1983,18,DM,M,32.0,20.0,Dipodomys,merriami,Rodent
7957,6,17,1983,12,DM,F,36.0,44.0,Dipodomys,merriami,Rodent
7961,6,17,1983,18,DM,M,36.0,47.0,Dipodomys,merriami,Rodent
7965,6,17,1983,20,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
7969,6,17,1983,24,DM,F,36.0,48.0,Dipodomys,merriami,Rodent
7971,6,17,1983,20,DM,F,36.0,,Dipodomys,merriami,Rodent
7973,6,17,1983,12,DM,M,36.0,47.0,Dipodomys,merriami,Rodent
7975,6,17,1983,14,DM,M,34.0,45.0,Dipodomys,merriami,Rodent
7979,6,17,1983,24,DM,F,35.0,40.0,Dipodomys,merriami,Rodent
7980,6,17,1983,12,DM,F,31.0,16.0,Dipodomys,merriami,Rodent
7981,6,17,1983,13,DM,F,34.0,49.0,Dipodomys,merriami,Rodent
7987,6,17,1983,22,DM,M,36.0,47.0,Dipodomys,merriami,Rodent
7989,6,17,1983,13,DM,F,35.0,46.0,Dipodomys,merriami,Rodent
7997,6,18,1983,6,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
8003,6,18,1983,4,DM,F,33.0,29.0,Dipodomys,merriami,Rodent
8006,6,18,1983,4,DM,M,35.0,43.0,Dipodomys,merriami,Rodent
8008,6,18,1983,4,DM,M,37.0,51.0,Dipodomys,merriami,Rodent
8009,6,18,1983,11,DM,M,38.0,48.0,Dipodomys,merriami,Rodent
8023,6,18,1983,5,DM,M,38.0,49.0,Dipodomys,merriami,Rodent
8029,6,18,1983,1,DM,F,34.0,44.0,Dipodomys,merriami,Rodent
8039,6,18,1983,11,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
8040,6,18,1983,4,DM,F,35.0,54.0,Dipodomys,merriami,Rodent
8042,6,18,1983,5,DM,F,35.0,,Dipodomys,merriami,Rodent
8047,6,18,1983,11,DM,M,,45.0,Dipodomys,merriami,Rodent
8049,6,18,1983,9,DM,F,34.0,35.0,Dipodomys,merriami,Rodent
8053,6,18,1983,5,DM,M,35.0,48.0,Dipodomys,merriami,Rodent
8054,7,16,1983,14,DM,M,37.0,50.0,Dipodomys,merriami,Rodent
8055,7,16,1983,13,DM,F,35.0,28.0,Dipodomys,merriami,Rodent
8058,7,16,1983,18,DM,M,35.0,47.0,Dipodomys,merriami,Rodent
8061,7,16,1983,22,DM,F,35.0,32.0,Dipodomys,merriami,Rodent
8065,7,16,1983,18,DM,F,34.0,30.0,Dipodomys,merriami,Rodent
8068,7,16,1983,13,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8071,7,16,1983,17,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
8073,7,16,1983,14,DM,M,32.0,47.0,Dipodomys,merriami,Rodent
8076,7,16,1983,20,DM,F,36.0,52.0,Dipodomys,merriami,Rodent
8077,7,16,1983,22,DM,M,35.0,42.0,Dipodomys,merriami,Rodent
8078,7,16,1983,17,DM,F,36.0,41.0,Dipodomys,merriami,Rodent
8084,7,16,1983,12,DM,F,32.0,27.0,Dipodomys,merriami,Rodent
8086,7,16,1983,12,DM,F,37.0,46.0,Dipodomys,merriami,Rodent
8096,7,16,1983,14,DM,F,35.0,41.0,Dipodomys,merriami,Rodent
8097,7,16,1983,18,DM,M,32.0,36.0,Dipodomys,merriami,Rodent
8098,7,16,1983,13,DM,F,35.0,51.0,Dipodomys,merriami,Rodent
8106,7,16,1983,24,DM,F,34.0,25.0,Dipodomys,merriami,Rodent
8107,7,16,1983,22,DM,M,38.0,49.0,Dipodomys,merriami,Rodent
8112,7,16,1983,12,DM,F,35.0,31.0,Dipodomys,merriami,Rodent
8114,7,17,1983,6,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
8116,7,17,1983,6,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
8119,7,17,1983,6,DM,F,37.0,52.0,Dipodomys,merriami,Rodent
8120,7,17,1983,6,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
8124,7,17,1983,9,DM,F,34.0,34.0,Dipodomys,merriami,Rodent
8125,7,17,1983,2,DM,M,35.0,38.0,Dipodomys,merriami,Rodent
8126,7,17,1983,6,DM,F,34.0,43.0,Dipodomys,merriami,Rodent
8133,7,17,1983,11,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
8136,7,17,1983,5,DM,F,36.0,47.0,Dipodomys,merriami,Rodent
8142,7,17,1983,1,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8147,7,17,1983,4,DM,F,35.0,53.0,Dipodomys,merriami,Rodent
8149,7,17,1983,5,DM,M,35.0,48.0,Dipodomys,merriami,Rodent
8151,7,17,1983,4,DM,M,36.0,48.0,Dipodomys,merriami,Rodent
8154,7,17,1983,11,DM,M,35.0,46.0,Dipodomys,merriami,Rodent
8156,8,15,1983,20,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
8163,8,15,1983,18,DM,F,37.0,33.0,Dipodomys,merriami,Rodent
8167,8,15,1983,22,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
8169,8,15,1983,14,DM,M,35.0,44.0,Dipodomys,merriami,Rodent
8172,8,15,1983,17,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8177,8,15,1983,14,DM,F,32.0,44.0,Dipodomys,merriami,Rodent
8178,8,15,1983,12,DM,F,36.0,48.0,Dipodomys,merriami,Rodent
8179,8,15,1983,17,DM,M,35.0,38.0,Dipodomys,merriami,Rodent
8180,8,15,1983,18,DM,M,37.0,37.0,Dipodomys,merriami,Rodent
8182,8,15,1983,13,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
8184,8,15,1983,12,DM,F,33.0,33.0,Dipodomys,merriami,Rodent
8188,8,15,1983,13,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
8189,8,15,1983,20,DM,M,36.0,47.0,Dipodomys,merriami,Rodent
8190,8,15,1983,13,DM,F,35.0,49.0,Dipodomys,merriami,Rodent
8194,8,15,1983,13,DM,M,35.0,32.0,Dipodomys,merriami,Rodent
8195,8,15,1983,24,DM,F,36.0,34.0,Dipodomys,merriami,Rodent
8197,8,15,1983,12,DM,F,35.0,30.0,Dipodomys,merriami,Rodent
8199,8,15,1983,24,DM,F,35.0,40.0,Dipodomys,merriami,Rodent
8200,8,15,1983,20,DM,F,35.0,30.0,Dipodomys,merriami,Rodent
8201,8,15,1983,18,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
8204,8,15,1983,22,DM,M,37.0,49.0,Dipodomys,merriami,Rodent
8209,8,15,1983,12,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
8219,8,16,1983,4,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8228,8,16,1983,1,DM,F,36.0,34.0,Dipodomys,merriami,Rodent
8234,8,16,1983,11,DM,M,37.0,38.0,Dipodomys,merriami,Rodent
8235,8,16,1983,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent
8237,8,16,1983,5,DM,M,34.0,44.0,Dipodomys,merriami,Rodent
8238,8,16,1983,11,DM,M,37.0,40.0,Dipodomys,merriami,Rodent
8239,8,16,1983,1,DM,F,34.0,38.0,Dipodomys,merriami,Rodent
8242,8,16,1983,1,DM,F,36.0,34.0,Dipodomys,merriami,Rodent
8245,8,16,1983,4,DM,M,34.0,31.0,Dipodomys,merriami,Rodent
8247,8,16,1983,1,DM,M,34.0,26.0,Dipodomys,merriami,Rodent
8249,8,16,1983,9,DM,F,35.0,35.0,Dipodomys,merriami,Rodent
8253,8,16,1983,5,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
8260,8,16,1983,6,DM,F,35.0,28.0,Dipodomys,merriami,Rodent
8261,8,16,1983,5,DM,F,33.0,21.0,Dipodomys,merriami,Rodent
8264,8,16,1983,11,DM,F,33.0,29.0,Dipodomys,merriami,Rodent
8266,8,16,1983,1,DM,M,34.0,30.0,Dipodomys,merriami,Rodent
8268,8,16,1983,9,DM,F,34.0,36.0,Dipodomys,merriami,Rodent
8269,8,16,1983,11,DM,M,35.0,45.0,Dipodomys,merriami,Rodent
8274,9,10,1983,17,DM,F,34.0,25.0,Dipodomys,merriami,Rodent
8275,9,10,1983,17,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
8284,9,10,1983,22,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
8286,9,10,1983,18,DM,M,37.0,42.0,Dipodomys,merriami,Rodent
8290,9,10,1983,24,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
8297,9,10,1983,17,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8301,9,10,1983,12,DM,F,37.0,45.0,Dipodomys,merriami,Rodent
8302,9,10,1983,14,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
8308,9,10,1983,22,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
8309,9,10,1983,20,DM,F,36.0,48.0,Dipodomys,merriami,Rodent
8315,9,10,1983,20,DM,M,36.0,36.0,Dipodomys,merriami,Rodent
8316,9,10,1983,12,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
8318,9,10,1983,17,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8320,9,10,1983,13,DM,F,37.0,43.0,Dipodomys,merriami,Rodent
8321,9,10,1983,24,DM,F,35.0,33.0,Dipodomys,merriami,Rodent
8322,9,10,1983,14,DM,F,37.0,44.0,Dipodomys,merriami,Rodent
8328,9,10,1983,24,DM,F,37.0,40.0,Dipodomys,merriami,Rodent
8329,9,10,1983,22,DM,M,37.0,51.0,Dipodomys,merriami,Rodent
8333,9,10,1983,18,DM,F,35.0,42.0,Dipodomys,merriami,Rodent
8334,9,10,1983,12,DM,F,34.0,40.0,Dipodomys,merriami,Rodent
8339,9,11,1983,2,DM,M,34.0,38.0,Dipodomys,merriami,Rodent
8349,9,11,1983,1,DM,F,37.0,40.0,Dipodomys,merriami,Rodent
8356,9,11,1983,5,DM,M,37.0,51.0,Dipodomys,merriami,Rodent
8359,9,11,1983,2,DM,F,35.0,42.0,Dipodomys,merriami,Rodent
8362,9,11,1983,6,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8365,9,11,1983,5,DM,M,34.0,48.0,Dipodomys,merriami,Rodent
8366,9,11,1983,11,DM,M,37.0,43.0,Dipodomys,merriami,Rodent
8367,9,11,1983,11,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8370,9,11,1983,11,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
8375,9,11,1983,1,DM,F,35.0,38.0,Dipodomys,merriami,Rodent
8379,9,11,1983,1,DM,F,35.0,32.0,Dipodomys,merriami,Rodent
8391,9,11,1983,5,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8395,9,11,1983,11,DM,F,36.0,36.0,Dipodomys,merriami,Rodent
8396,9,11,1983,5,DM,F,36.0,30.0,Dipodomys,merriami,Rodent
8399,9,11,1983,1,DM,M,36.0,37.0,Dipodomys,merriami,Rodent
8402,9,11,1983,1,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
8408,9,11,1983,5,DM,M,36.0,48.0,Dipodomys,merriami,Rodent
8413,9,11,1983,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
8415,9,11,1983,4,DM,F,35.0,41.0,Dipodomys,merriami,Rodent
8418,9,11,1983,9,DM,F,34.0,39.0,Dipodomys,merriami,Rodent
8430,10,15,1983,22,DM,F,36.0,41.0,Dipodomys,merriami,Rodent
8432,10,15,1983,17,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
8434,10,15,1983,18,DM,M,35.0,42.0,Dipodomys,merriami,Rodent
8437,10,15,1983,17,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
8441,10,15,1983,17,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
8446,10,15,1983,17,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
8453,10,15,1983,22,DM,M,36.0,38.0,Dipodomys,merriami,Rodent
8454,10,15,1983,18,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8455,10,15,1983,22,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
8457,10,15,1983,22,DM,F,37.0,38.0,Dipodomys,merriami,Rodent
8458,10,15,1983,14,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
8460,10,15,1983,20,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
8461,10,15,1983,18,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
8469,10,15,1983,22,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
8471,10,15,1983,13,DM,F,34.0,45.0,Dipodomys,merriami,Rodent
8472,10,15,1983,14,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
8482,10,16,1983,11,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8483,10,16,1983,4,DM,M,34.0,37.0,Dipodomys,merriami,Rodent
8488,10,16,1983,24,DM,F,35.0,35.0,Dipodomys,merriami,Rodent
8494,10,16,1983,2,DM,M,34.0,37.0,Dipodomys,merriami,Rodent
8496,10,16,1983,1,DM,M,34.0,38.0,Dipodomys,merriami,Rodent
8501,10,16,1983,1,DM,F,37.0,36.0,Dipodomys,merriami,Rodent
8504,10,16,1983,11,DM,F,33.0,37.0,Dipodomys,merriami,Rodent
8507,10,16,1983,5,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
8508,10,16,1983,12,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8509,10,16,1983,9,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8512,10,16,1983,1,DM,F,35.0,38.0,Dipodomys,merriami,Rodent
8518,10,16,1983,5,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8519,10,16,1983,12,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
8521,10,16,1983,11,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
8523,10,16,1983,5,DM,M,35.0,43.0,Dipodomys,merriami,Rodent
8524,10,16,1983,12,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
8526,10,16,1983,6,DM,F,33.0,34.0,Dipodomys,merriami,Rodent
8532,10,16,1983,3,DM,F,34.0,42.0,Dipodomys,merriami,Rodent
8533,10,16,1983,5,DM,M,36.0,35.0,Dipodomys,merriami,Rodent
8536,10,16,1983,9,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
8537,10,16,1983,1,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
8538,10,16,1983,4,DM,F,35.0,36.0,Dipodomys,merriami,Rodent
8546,10,16,1983,5,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
8547,10,16,1983,24,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
8548,10,16,1983,11,DM,F,34.0,31.0,Dipodomys,merriami,Rodent
8552,10,16,1983,24,DM,F,35.0,44.0,Dipodomys,merriami,Rodent
8553,10,16,1983,12,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
8555,10,16,1983,11,DM,F,36.0,33.0,Dipodomys,merriami,Rodent
8556,11,12,1983,22,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
8563,11,12,1983,12,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8565,11,12,1983,17,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8569,11,12,1983,22,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8572,11,12,1983,18,DM,F,34.0,33.0,Dipodomys,merriami,Rodent
8573,11,12,1983,13,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8589,11,12,1983,20,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
8594,11,12,1983,22,DM,F,36.0,36.0,Dipodomys,merriami,Rodent
8595,11,12,1983,17,DM,M,37.0,38.0,Dipodomys,merriami,Rodent
8597,11,12,1983,14,DM,M,35.0,40.0,Dipodomys,merriami,Rodent
8598,11,12,1983,18,DM,M,35.0,40.0,Dipodomys,merriami,Rodent
8601,11,12,1983,17,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
8604,11,12,1983,24,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8605,11,12,1983,18,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8609,11,12,1983,22,DM,F,37.0,38.0,Dipodomys,merriami,Rodent
8611,11,12,1983,12,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8615,11,12,1983,12,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
8617,11,12,1983,12,DM,F,34.0,31.0,Dipodomys,merriami,Rodent
8618,11,12,1983,22,DM,M,37.0,43.0,Dipodomys,merriami,Rodent
8619,11,12,1983,12,DM,M,36.0,39.0,Dipodomys,merriami,Rodent
8620,11,12,1983,13,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
8629,11,13,1983,5,DM,M,37.0,52.0,Dipodomys,merriami,Rodent
8631,11,13,1983,2,DM,M,35.0,37.0,Dipodomys,merriami,Rodent
8635,11,13,1983,4,DM,M,34.0,37.0,Dipodomys,merriami,Rodent
8639,11,13,1983,11,DM,M,36.0,38.0,Dipodomys,merriami,Rodent
8640,11,13,1983,1,DM,M,35.0,39.0,Dipodomys,merriami,Rodent
8651,11,13,1983,6,DM,F,35.0,33.0,Dipodomys,merriami,Rodent
8653,11,13,1983,1,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
8656,11,13,1983,2,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
8658,11,13,1983,5,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
8660,11,13,1983,9,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
8661,11,13,1983,5,DM,F,35.0,34.0,Dipodomys,merriami,Rodent
8666,11,13,1983,1,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
8667,11,13,1983,1,DM,F,35.0,33.0,Dipodomys,merriami,Rodent
8669,11,13,1983,5,DM,M,35.0,37.0,Dipodomys,merriami,Rodent
8671,11,13,1983,9,DM,F,36.0,34.0,Dipodomys,merriami,Rodent
8672,11,13,1983,1,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
8673,11,13,1983,3,DM,F,,,Dipodomys,merriami,Rodent
8678,11,13,1983,5,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
